chainId,vault,wallet,amount
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xc07881a85919b5e4263bcd6193710fef9d028572,36.16295367
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x127a15928df8ef50692660ee52997faf4fdff0d0,25.75234595
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x1dd50763ebf30966922c428177b090a90a634de9,21.22531874
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x2d54b97bfd722ce2d665945ac06d29698939c450,11.32421669
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xb1e64c41038f91057689ba1df1b26aad3ac428dc,9.626276153
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x2f7248a0bd486426b454e3dcb94303b58e84f09e,8.468119879
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xa99f34e1f1999842bea25542b7a156bd8fe21dd1,7.831639358
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xea2dec40b72604a4f9c6d9fa608b8643accdc25a,6.105216441
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xe87a10d5b212d169ccbc9a50cf5e23dd3da27cb6,5.912219283
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x7b8cfa6c487faf86c28fcfc39468b870ce08089c,4.808406336
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x46b0b0e9fc24405ed8833cc53324c7fca0100c9c,4.794494767
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x85db62fdfa9ee6050f8b422f74d75d2069da102b,4.468992029
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xad3a45b38801a55a9b53d5ec99a829243c5b62da,3.235568617
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x095cbf84f149f12ce5625ea023ad0133cd84a503,3.136117365
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x037e6e052153c739a60321669cc204aa391a7bc5,2.335598073
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xd360ecb91406717ad13c4fae757b69b417e2af6b,2.149404175
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x8ec30f0251ee743acdcd1f9bc2dc605b731ba821,1.377524834
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x4a9ae3ba9453770dd11f790ba4ac7e630a59f2b9,1.371853035
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x5b0493915b7dbbc02dab42d0fdf9cbd4f73857f8,1.353128638
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x564cc021b1eeeac8ee1534a7c5b3a51cc9439c76,1.324916883
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x7df73e27e6df1d34cbdcbc0f31002f83312d4f54,1.301263913
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x3f4bef3311893aaa5847a16a7d8cebb74279983c,1.280454681
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x186b12ceaf08fde22e32647fcc800e45876f5bd0,1.201401774
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x3aa6605d87f611e43ad0a64740d6bef9b80fcd2c,1.189526584
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xa712b4b40f21867ccefcb4000db3bb31c68d9d26,1.112311843
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x0cfab7c33daef6f95a8dfc36c7480db676f51daa,1.098780134
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x4e012ea6a13b6496d367a9a7e54e0f5e9d23ec95,1.092163057
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x64b7fcc8c17540139bdd84d00c7261035602cb66,0.9555960679
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x04b8944a978b8c1bd44a7000fcf4b89bf1d191bf,0.9444774385
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x84dab457fc08a59cbe56438d5def64f6c47c1d58,0.9303038273
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x719a143654a0c4621f49fa77077800ef3f5c3b40,0.9143390736
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x6143821f107559c2be6084bc425896089a895a1c,0.8411308572
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x11d67fa925877813b744abc0917900c2b1d6eb81,0.7921543617
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x570d17966ff2c66d55b62097e5f75b5501bbbc4f,0.7914164926
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xff2a58bd8f275ad976655a0225645dfb25fca640,0.7863504638
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xf05454c3d16090b652cf5389c9ee520cec477e5e,0.7723056716
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xdb02db34221f6116a993b4a70cefe28b9aff379b,0.7587678538
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x74f7d8e0b8f3151b1bd0726bd4cc7c7b06e06c92,0.7575673177
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xd4926b13294f30c248eb48006c00be75cc3bcbd6,0.7155744291
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x7f812a524e72461b4aa20f3146a0b3c50271efbf,0.5646917781
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x48cf1cba8cd942818aab23f1af48470020138891,0.5277768297
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xce44e61bbd687bfffe1bf29704a73eb0c203664b,0.4381563261
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xc693b4ffb338579467a541b2bf267b1955870920,0.4341720363
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x420fc8c5b37b27d2ce843a4a5d7eb91753545173,0.433823715
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xc05d257229d8809eee387f9dfd2ae48e37611fc3,0.4329362754
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xb8b33e82323758cd5ce22ad9507b3ded8a739037,0.4310845377
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xcd3a443d70a860310ab7de77380a66b7f554dfa3,0.4310845377
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x16e667c33687cbb2a92eafe52bc5b9a6dab638a8,0.4280360034
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x632851692951799c2a054e3d83d01c89ce8d2452,0.4280360034
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x4441d41ff545a49668ee77a78b196c27dc2dd109,0.4118901552
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xb3a9a9658ac09ec185c161786e3cbb802de4ccb5,0.4034228223
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xd8a3eb1e6ee1491d06dc8a3b2d1e56dde788c009,0.3602292212
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x4a2d30c7b9f7907d580f9a1902d42dd78b21f0d2,0.3539584137
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x78262c9680ff0b15484d78c413aa209620320848,0.2795236811
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x0984fd7968229bbfc983edaaabd4ebce063fc9ec,0.2686565493
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xb9680b9fffa42f4b8c50d73ac42f885a2bb985c3,0.2589861229
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x1040db01382bb28e415a3c710c7913bf995521db,0.2504812581
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xf7ce23e950d7ae6f56ee6dd245446c548cf8eafa,0.2436751162
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x7682ae0d7ae5782f3b016bdc663a39f7e6aae502,0.2135905426
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x1e2d74815a011d43acab02a468f3021f0f1a9645,0.1946095381
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x9be2c38856649afb1ae850d4a18e3708fc2376a8,0.1896380058
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x9656277a8a44a7564401a20c33f14ce9d62abf25,0.1738006187
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xec39e27bed0d40c5bfdd8203665c0e85f18e11fb,0.1660883296
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x42921bbc66d491e19183cedb4e5f8c6db5f321a8,0.1567845879
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x58863d3eb9be806fef5967aa539770ff6f2b1780,0.1351667396
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x84a7d732cab139951ff29c1255154a15eff1b09b,0.1134532363
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x798af178ec9a43f2ec8733ed9289b4f036b6ae4e,0.08009737012
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xb957dccaa1ccfb1eb78b495b499801d591d8a403,0.05031350801
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x5e6989d17bfea1845a5a12f5d0b4baf51b278d7c,0.04713701983
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x641a513eb484539c56cf9733de8b9065199912f1,0.03692248956
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xac3b45e3f0176cac82bd8beddf45959a2678897c,0.0260938931
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xceca342797947068cafab31f36b5f9f934b71a5e,0.02595696265
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x92c43859db0f3e03eea0f05529775f4612f5de33,0.005302767866
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x39d7b5bc5af6a8deaf6f541e34ec7a81658c4568,0.004226262897
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x3215a1B387bE6B1e319E03647c0383AACfda40Da,0
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x0000000000000000000000000000000000000000,0