chainId,vault,wallet,points
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xc07881a85919b5e4263bcd6193710fef9d028572,7120.327772
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x127a15928df8ef50692660ee52997faf4fdff0d0,5293.23531
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x2d54b97bfd722ce2d665945ac06d29698939c450,2396.467084
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x1dd50763ebf30966922c428177b090a90a634de9,2029.645875
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xb1e64c41038f91057689ba1df1b26aad3ac428dc,1958.915025
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x2f7248a0bd486426b454e3dcb94303b58e84f09e,1749.152147
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xa99f34e1f1999842bea25542b7a156bd8fe21dd1,1665.146465
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xe87a10d5b212d169ccbc9a50cf5e23dd3da27cb6,1321.325928
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xea2dec40b72604a4f9c6d9fa608b8643accdc25a,1230.078693
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x7b8cfa6c487faf86c28fcfc39468b870ce08089c,1186.248947
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x85db62fdfa9ee6050f8b422f74d75d2069da102b,1012.464124
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x46b0b0e9fc24405ed8833cc53324c7fca0100c9c,992.2830819
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xad3a45b38801a55a9b53d5ec99a829243c5b62da,689.8039495
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x095cbf84f149f12ce5625ea023ad0133cd84a503,678.4556315
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x037e6e052153c739a60321669cc204aa391a7bc5,489.5734459
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xd360ecb91406717ad13c4fae757b69b417e2af6b,474.859642
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x4a9ae3ba9453770dd11f790ba4ac7e630a59f2b9,337.5844039
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x3f4bef3311893aaa5847a16a7d8cebb74279983c,312.7097496
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x186b12ceaf08fde22e32647fcc800e45876f5bd0,294.3894291
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x5b0493915b7dbbc02dab42d0fdf9cbd4f73857f8,292.7306724
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x8ec30f0251ee743acdcd1f9bc2dc605b731ba821,291.9865021
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x7df73e27e6df1d34cbdcbc0f31002f83312d4f54,286.725518
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x564cc021b1eeeac8ee1534a7c5b3a51cc9439c76,279.8553832
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x0cfab7c33daef6f95a8dfc36c7480db676f51daa,267.0199272
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x3aa6605d87f611e43ad0a64740d6bef9b80fcd2c,252.137528
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x4e012ea6a13b6496d367a9a7e54e0f5e9d23ec95,241.2874062
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xa712b4b40f21867ccefcb4000db3bb31c68d9d26,235.3910026
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x719a143654a0c4621f49fa77077800ef3f5c3b40,214.1352554
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x64b7fcc8c17540139bdd84d00c7261035602cb66,200.3060652
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x84dab457fc08a59cbe56438d5def64f6c47c1d58,200.1854617
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x04b8944a978b8c1bd44a7000fcf4b89bf1d191bf,197.9754477
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x570d17966ff2c66d55b62097e5f75b5501bbbc4f,188.985854
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x11d67fa925877813b744abc0917900c2b1d6eb81,184.8945907
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x74f7d8e0b8f3151b1bd0726bd4cc7c7b06e06c92,179.373176
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x6143821f107559c2be6084bc425896089a895a1c,178.5674259
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xf05454c3d16090b652cf5389c9ee520cec477e5e,163.9562199
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xff2a58bd8f275ad976655a0225645dfb25fca640,162.3741709
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xd4926b13294f30c248eb48006c00be75cc3bcbd6,156.2211625
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x7f812a524e72461b4aa20f3146a0b3c50271efbf,119.8809393
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x48cf1cba8cd942818aab23f1af48470020138891,118.6072823
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xc693b4ffb338579467a541b2bf267b1955870920,100.0389825
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xce44e61bbd687bfffe1bf29704a73eb0c203664b,91.84358598
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x420fc8c5b37b27d2ce843a4a5d7eb91753545173,90.93541116
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xc05d257229d8809eee387f9dfd2ae48e37611fc3,90.74939163
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xb8b33e82323758cd5ce22ad9507b3ded8a739037,90.36124196
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xcd3a443d70a860310ab7de77380a66b7f554dfa3,90.36124196
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x16e667c33687cbb2a92eafe52bc5b9a6dab638a8,89.72222731
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x632851692951799c2a054e3d83d01c89ce8d2452,89.72222731
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x4441d41ff545a49668ee77a78b196c27dc2dd109,86.15543791
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xb3a9a9658ac09ec185c161786e3cbb802de4ccb5,83.84746731
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x4a2d30c7b9f7907d580f9a1902d42dd78b21f0d2,74.76481637
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xd8a3eb1e6ee1491d06dc8a3b2d1e56dde788c009,74.38403591
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xdb02db34221f6116a993b4a70cefe28b9aff379b,73.73960303
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x78262c9680ff0b15484d78c413aa209620320848,64.82083884
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xb9680b9fffa42f4b8c50d73ac42f885a2bb985c3,60.83830509
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xf7ce23e950d7ae6f56ee6dd245446c548cf8eafa,58.46298028
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x0984fd7968229bbfc983edaaabd4ebce063fc9ec,56.19513446
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x1040db01382bb28e415a3c710c7913bf995521db,52.50431317
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x1e2d74815a011d43acab02a468f3021f0f1a9645,46.36252716
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x7682ae0d7ae5782f3b016bdc663a39f7e6aae502,44.67692781
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x9be2c38856649afb1ae850d4a18e3708fc2376a8,40.13180351
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x9656277a8a44a7564401a20c33f14ce9d62abf25,37.00330068
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xec39e27bed0d40c5bfdd8203665c0e85f18e11fb,34.29571936
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x42921bbc66d491e19183cedb4e5f8c6db5f321a8,33.55793357
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x58863d3eb9be806fef5967aa539770ff6f2b1780,29.35514999
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x84a7d732cab139951ff29c1255154a15eff1b09b,24.60762455
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x798af178ec9a43f2ec8733ed9289b4f036b6ae4e,16.97780712
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xb957dccaa1ccfb1eb78b495b499801d591d8a403,12.25094518
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x5e6989d17bfea1845a5a12f5d0b4baf51b278d7c,10.95916064
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x641a513eb484539c56cf9733de8b9065199912f1,8.008363533
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xceca342797947068cafab31f36b5f9f934b71a5e,6.310271668
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0xac3b45e3f0176cac82bd8beddf45959a2678897c,6.173029425
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x92c43859db0f3e03eea0f05529775f4612f5de33,1.293416392
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x39d7b5bc5af6a8deaf6f541e34ec7a81658c4568,0.9250816063
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x3215a1B387bE6B1e319E03647c0383AACfda40Da,0
1,0x0d1ea8c0ed10a19b2c714cd7ea923ae4a636ee90,0x0000000000000000000000000000000000000000,0