chainId,vault,wallet,resolv-s1-9s-fs-eth
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x27287A4595eD7d296a0A352F3450Ab7127B1A7E0,0
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xd408c5ddcbf297dcaa745009277007429719e205,3487077.5385961556
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xac2eea2e32af733c4e7e3564422447dc7c5c938d,3491925.492950657
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xb28c222de46c6823cd2955708f4696cdf26ed9bd,1741538.782339605
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xb853ceb4d30ebfc30924db42d90111d51662bb8a,445745321.3649453
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x27287a4595ed7d296a0a352f3450ab7127b1a7e0,76610878.194714
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x0000000000000000000000000000000000000000,0
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xfb861aee2201ae6a3704a94369d28549d9493848,174101.71783447303
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x8fa4f2d62457bade5eee9206c5fb1c20471b0ea5,348224.3372415089
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x1da8aa5bb6fe6816fc19925772edd543641bddb2,1740773.2099348907
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x15ae010dffec19729a410b82d51337b385a96b95,4778914.8997571645
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x8a3c47ba812d2719de4d3105e86293e314a6ab71,702836.1483025168
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xc8029a56ddc5bc198524c68cd5f4ccc80bf32a9a,36205899.42578587
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x8f8d336e68796145d3b17a7f405de90c2a6d5857,18101335.491445787
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xbbbc1f6be7a36f9b49f807ae24ed7ebab34d82ce,17268480.90578624
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xb1f3bae5ed052cb8ebba6d608531c5ebba75bd47,345369.6181157249
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x8c764831408d9ad7198bbaa93f3072ad95d642db,1725367471.048831
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xdafca7a5e3b67b8f36c1fdd7691ed85bbb54cc18,9030401401.59966
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xb6fddbee2db57bdbdc0e797be1e55996b37282d0,207829761.2908372
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xf5877c5aad07822879f710d5e13872e6fb1b8708,62869732.298698284
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xf095731c807a08009099b0a3eba61fa2cf09b10b,25004749.412289888
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xdc7aa225964267c7e0efb35f4931426209e90312,34375207.3884897
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xe9e9e5be064e4692edfec7999af9d948208361c7,55006718.55161266
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x103224e85be4f028237e0710f67cc88804338855,288785272.39596814
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xaf6f2ccee2178cf9d34c3584d4da5a35b6ead463,20569758.515564986
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x0494f503912c101bfd76b88e4f5d8a33de284d1a,3426863.328797775
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x78c1e03b26faf17019255dccdd9c04203494f420,30893503.028162707
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x31cf759abafa0128cf09ab8d77ad488bcc98c439,6953495.678523254
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xa0a06c7118cba5fbe03f1c8b4f8b635c96733796,57363706.561005875
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x0f095420e257eeda4dc4bb883d9055c2494bc0f8,3424601.067763127
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xc0b53221a7dbcbce68441c26ea4da73266d6bc20,153565603.12710002
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x9324cb8c93d83a94978353e7c9c42f6d72d9ed96,25023580.090324536
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x78df42c7097bc36fe37db7f60937740b51250a12,4694516.529514527
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xd3f6a6bd18e8a9af2583c6e8a23e79e49b9f2dc5,1935826.3819947082
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x6b226af5f1192b5de9e81c652acf8240bae6dbdb,33922.820977188
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x908cf58aaa034f485d183537d3c7df6ae98815d9,1712359.8799902254
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x8b371f753584c276845f59179d9687c3ec4026a0,9590779.853886755
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x0971b1beace3e464414905d96323e207264be779,1916421.7540917397
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x0eafe877663ba95095db47a9736fd345ffdf6a65,34247197.59980431
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xa63d6e832d77dd50829526a9234b9abd032a128e,6829256.330510276
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xdca42058140d0ea6db519af68e8fdc372adeea7d,85944461.0866765
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xdf29ee8f6d1b407808eb0270f5b128dc28303684,1989265.8027523072
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x187a98383ee5c5331c4cc790ce24bb06d9b0517a,2953451.403240377
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xdbafa316c236c090e7633cf7cf5ebdd2947b50a1,2286430.2107620197
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x71c4a94902accc09f21827df563147b05e4c77c7,16017751.693640416
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x6b6f893f19c94505065e801624585e3732034bd5,1254148.3252188205
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xe0e382853d20b187624d3ac64538b5826d3f55f9,2436741.271509758
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x26f2d5d1ba02da6c9825498708264d0f19eaf717,340638.31095323246
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x426a8629466991a8fa907a3ba265eca6901448df,1018383.4235072162
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xa62fdf90dacc91d98de3f72ab4f1f5bef64e48ba,174452.74253828102
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x6cff285c6e9c0598426d7bc29cb493c0183569b9,692300.5481041853
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xb8e0b61efacc6d031fd5f80f45843163c2396515,1862299.3536541658
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x76becf4f91613c96e64256f552161006742210b4,53750978.74717195
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x258c8349f667bc30dba84d185f46873f91e09a6b,20710173.47973781
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x9e4d75f0e64da1ceb023127af6c821d3b301bb5d,2934148.949137363
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xcfe5532538c3455d633fd7cffe89ccb4b0a34b88,500895103.42388
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x18279b53e9039866f0c5272ddd68b68a5f0e3359,13572509.216086973
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xbc5a4a09450b4106be9a4df3d85da3f4617e819f,23802718479.85164
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xf0a921d33bec82317e2bf8aecfcdeb2463c704d9,10234642.694503745
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x9939187b12bd8688655023fd1cd6dd6dc76d0afa,148407653.67980453
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x00ea2e6a132c432f915cc4182e24b2ff8c704413,6781623.218264734
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xfb7286bc7dd04b859cbbda6fb4da62d9bd9ae7bb,33896145.42106137
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x918af8f43453a7c1f8dc4c1664b7a2df1ce2cc7f,13338.440642696241
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x13aa399f57aeefdde78f611999b30e0a50bce59d,847366.8400700975
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x7aa0afdac9c34f780e349679fe9149ed5772199a,95725264.00004062
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x5417b2ef14b774c3ccbfd742a6634690117616b9,6802.246104863575
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x0ff6ea17821cd9234df2b76defea05d95f0a8b88,512651.3403281153
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xfcee105d3482cbf94cae0d3908d1db91f3e5f30b,27818114.716354854
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xc1b5a2d23f22a4c748e5c3bcc9583ccc4632e354,26631.500339353446
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xc50193888fd7bd24de6e5a9eb1fb05b519a8d3f5,298279571.75160456
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x3a35ea2de6bf24f4af327565397f28adc8091252,10137719.740922675
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xde0e98f0ffb36ec69df57b8cc7ac886f506e9ae6,8060.529182452669
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x44ab8cce15ce2dff489b34cdc483991bd7ddcb7e,127504859.703415
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x878e3cd2afb75ba6dcf384923bdcb211350cb641,201270838.80237633
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xab348d76510478506adf35ca115ca490d6ba958d,10107042.47638223
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x3f50ceef67240a5b64afa87d494547da6ae11f53,144324265.04054588
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xe66fbc8be19bd6b60a7fdc743a1019435ee0a04f,92720.88708773105
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xffe9b19009b5ebc4aed48d4f4db3469979a3bcd3,92367529.6259494
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x4ea0a9094ca77be30fd28673fec05270bf2fe4ce,144334858.72268704
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xa33ef45d184ddbc8daa47261a18b10290634f1af,123115.85903113378
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xc694108e704b3ac3c5b099a4b06208bd0695ad00,27970796.782055315
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x1a6f1bcf359d352b1d7d5408b1643501dcdfdb26,2465943.042071127
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x4472e8fb69e2d3cacba6080f46f36072f0deef92,240398.7548799141
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x383aad9e61e418cd22aa052439e88c3756bc1988,21919493.707298882
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xb0aa56926be166bcc5fb6cf1169f56d9fd7a25d7,27398.965013343935
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x661da7a0b47970abbdc38cfcb637d1315c3a3a29,0
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x0513bb2415c30def4ec8f3c3d6a38ec2b59beee3,2672.15252639622
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xc6c10f5025f252edb43e74748d38426ac6bc6743,7962.811989031412
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xbe075c91c688aa97af408a425f3e9c771638462e,3185124.795612567
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xfe4339b67d1537de30eb0ed935a9fbeb74c23572,1439491.3726862625
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x55c13af6abaf9357889e136d1cb1b4e061676233,890510.5413387947
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xd6c6c794befe794cfcfc7cfad6daab4e417ab850,62193282.62077121
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x06a5722b520336f1836b42613fdfc3f819e18934,6978630.177401826
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xef78d7eeacfbc28d5f10334607769f42352b90aa,3029277.1216563527
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x2660ebff25c1081923c4dc5caa391813f720bcf2,4247146.423420234
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xbd1f4d80c3098a3b1154245f1cd23495ac2125f3,5423586.04305307
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x0d925b6a915d5253e13e76989f8c51dcd953cc5d,25396205.326326635
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x28893320e3ec737271510b92b3efe948144a396e,664903.0046866881
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x550176c0abb1a22c257a43307d5138b98aa738f7,1928218.7135913966
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x4d26f0e78c154f8fda7acf6646246fa135507017,13298.060093733762
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xce008e28f28f7d0dc3eb2eb820887cca3c51d8c3,4794835.189914815
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x5065b5efe2c247018a77cac051cca716b4488029,195217864.98455378
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xd152f549545093347a162dce210e7293f1452150,0
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x7d332f421e5e88da2b84ddda31ccee6b383df3ec,3021.0682499273266
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x24bf21c742791848cb37d228afad72a5a273b181,499.6769501710618
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x8ed876fded3699c590be3e12cef56e23376eff3b,247.17904458331432
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xf5b812d76db4f0341c49a2d8e2e8b19d800d6ec3,90.99922947507024
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xfd7963c2db6de91a9dfe8a65df79103d3d35e1c8,87912.68725439331
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xdeae470a9fca131ef74dfe67e79247064bd6263b,4978119.658406225
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x7822159ee394d14745cde63a706f965fb73c7ac8,24697899.36260566
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xd9909c2a86a17f8d8a2049db67460809de8f90b5,833588.2883862419
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xbeae9e33e8239806d8126a78436c26aec5bc920e,97960.54752044851
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x785a2a06647572060f386e8ddf13e36b2502756e,20125.20235118505
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x1558b78560b88c75e9c95bbb9fda732f1e79f465,0
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x122c0492cea0241cdfd7a11469e3434d24889cc6,0
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x87ad5408030718de0d34533c83403c03431a2781,0
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x0dd4f29e21f10cb2e485cf9bdab9f2dd1f240bfa,0
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x376335648ea1c083c87d0b5258cb253dd49e28a1,0
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x523b2375ee5e3eaa21de4cb99e5275f63e3efd1c,0
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x43550e472df5e60474f41103c5a1d25caeea7233,0
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xc274f0a4963a4c74459f48d19311547e61c93a92,0
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0xa045142a0db50e572f4692e9fd463316b63c8f63,0
1,0x07ed467acD4ffd13023046968b0859781cb90D9B,0x26b33184b6a6a570658f542f37ad1b1db7965d5c,0