timestamp,amount
1742317187,350586.00
1742403587,11774326.00
1742489987,29557013.00
1742576387,51764063.00
1742662787,73978090.00
1742749187,96192117.00
1742835587,118406144.00
1742921987,141811033.00
1742980223,171487652.00
1742980235,171487652.00
1742991887,171487652.00
1742991983,171487652.00
1743001187,171487652.00
1743015551,171487652.00
1743015551,171487652.00
1743064727,201310141.00
1743078707,201310141.00
1743087575,201310141.00
1743094787,201310141.00
1743164447,232910516.00
1743165143,232910516.00
1743173975,232910516.00
1743181187,232910516.00
1743250679,264407209.00
1743252719,264407209.00
1743260387,264407209.00
1743267587,264407209.00
1743343187,292316200.00
1743350387,292316200.00
1743425735,320225191.00
1743429587,320225191.00
1743435095,320225191.00
1743436787,320225191.00
1743509231,348404037.00
1743510095,348404037.00
1743515987,348404037.00
1743523187,348404037.00
1743595607,373972732.00
1743597755,373972732.00
1743602387,373972732.00
1743609587,373972732.00
1743669059,399564867.00
1743679127,399564867.00
1743682763,399564867.00
1743683939,399564867.00
1743688787,399564867.00
1743691739,399564867.00
1743695987,399564867.00
1743769643,425089569.00
1743769643,425089569.00
1743769643,425089569.00
1743769943,425089569.00
1743772091,425089569.00
1743775187,425089569.00
1743782387,425089569.00
1743868823,450884650.00
1743871475,450884650.00
1743924851,475152542.00
1743942203,475152542.00
1743942215,475152542.00
1743944111,475152542.00
1743947987,475152542.00
1743955187,475152542.00
1744034387,498121345.00
1744036199,498121345.00
1744038167,498121345.00
1744041599,498121345.00
1744120787,521697170.00
1744127987,521697170.00
1744210955,545513707.00
1744214387,545513707.00
1744290851,569002765.00
1744293479,569002765.00
1744300787,569002765.00
1744373759,592619268.00
1744379987,592619268.00
1744380515,592619268.00
1744387187,592619268.00
1744466387,616236423.00
1744473587,616236423.00
1744477427,616236423.00
1744549319,639928013.00
1744552787,639928013.00
1744559987,639928013.00
1744632635,664096710.00
1744639187,664096710.00
1744646387,664096710.00
1744711511,689548784.00
1744725587,689548784.00
1744727411,689548784.00
1744732787,689548784.00
1744809539,715004579.00
1744813823,715004579.00
1744813979,715004579.00
1744814003,715004579.00
1744819187,715004579.00
1744897007,740340692.00
1744897355,740340692.00
1744898087,740340692.00
1744905587,740340692.00
1744979123,765063177.00
1744984787,765063177.00
1744991987,765063177.00
1745061515,789785663.00
1745071139,789785663.00
1745078387,789785663.00
1745157599,814508148.00
1745164787,814508148.00
1745240519,839230634.00
1745243987,839230634.00
1745251187,839230634.00
1745330387,863988202.00
1745337443,863988202.00
1745416031,888745770.00
1745416787,888745770.00
1745423987,888745770.00
1745424359,888745770.00
1745503187,913527882.00
1745510387,913527882.00
1745591927,938309994.00
1745596787,938309994.00
1745599667,938309994.00
1745675987,963092106.00
1745683187,963092106.00
1745684063,963092106.00
1745684351,963092106.00
1745762387,993755433.00
1745769587,993755433.00
1746280787,1168166048.00
1746287987,1168166048.00
1746374387,1193311869.00
1746433595,1218457690.00
1746453587,1218457690.00
1746460787,1218457690.00
1746539987,1243603511.00
1746547187,1243603511.00
1746626387,1268749332.00
1746629879,1268749332.00
1746633587,1268749332.00
1746690791,1293895153.00
1746691163,1293895153.00
1746712775,1293895153.00
1746719987,1293895153.00